"Refund failed with message: !message","Reembolso falló con mensaje: !message"
"Refund information","Informaciones del reembolso"
"Refund status","Estado de su reembolso"
"Refunded Amount","Importe reembolsado"
"Refunds","Refunds"
"Register","Register"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","Register with us for future convenience:"
"Release Date","Release Date"
"Review","Review"
"Rounding Adjustment","Rounding Adjustment"
"Row Total","Fila total"
"SEPA Mandate ID","SEPA Mandate ID"
"SHA1","SHA1"
"SKU:","SKU:"
"Sales","Venta"
"Sales Tax Number","Número de Impuesto a las Ventas"
"Save","Guardar"
"Saved cards:","Tarjetas guardadas"
"See order and shipping status","See order and shipping status"
"Select Brand","Seleccione una marca"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Selecciona el método de autorización para este método de pago."
"Select the date of your birth.","Seleccione la fecha de su nacimiento."
"Select the date on which your card expires.","Selecciona la fecha de vencimiento de la tarjeta"
"Send Invoice Email","Send Invoice Email"
"Send amounts to Realex in base currency.","Send amounts to Realex in base currency."
"Send amounts to Realex in store's base currency.","Send amounts to Realex in store's base currency."
"Send invoice email","Send invoice email"
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","En 'Contabilización directa' el montante está directamente contabilizado al cliente. En el caso 'Contabilización retrasado' el montant está contabilizado con un retraso definido por usted."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Settlement after order","Creación después del pedido"
"Setup","Setup"
"Shipping & Handling","Envío y dirección"
"Shipping Address","Shipping Address"
"Shipping Amount","Cantidad del envío"
"Shipping Information","Información del envío"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Reembolso para el envío"
"Shop","Shop"
"Shop ID","Shop ID"
"Short Installation Instructions:","Short Installation Instructions:"
"Should the amount be captured / settled automatically after the order (auto settle) or should the amount only be reserved?","En caso de ser capturado la cantidad / se instaló automáticamente después de la orden (settle automático) o debería sólo la cantidad reservada?"
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Mostrar más ajustes e información."
"Show Image","Show Image"
"Show Payment Id","Show Payment Id"
"Show the payment id","Show the payment id"
"Show the payment id in the order information","Show the payment id in the order information"
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign In","Sign In"
"Signature Passphrase","Signature Passphrase"
"Social Security Number","Número de Seguro Social"
"Sort Order","Modificar orden"
"Status","Estado"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Subacount","Subcuenta"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Total parcial"
"Success","Exito"
"Successful","Con éxito"
"Successful online refund of amount","Reembolso exitosa línea de cantidad"
"Successful payment authorization.","Autorización de pago con éxito."
"Successfull online refund of amount","Reembolso del montante con éxito"
"Support","Support"
"TSS (Transaction Suitability Scoring) system","TSS (Transaction Suitability Scoring) system"
"TSS Value","TSS Valor"
"TSS lower bound","TSS límite inferior"
"Tax Amount","Total de impuestos"
"Technical issue: This payment methods is not available at the moment.","Problema técnico: Esta forma de pago no está disponible actualmente."
"Template URL","Template URL"
"Test Environment","Entorno de prueba"
"Test Mode","Test Mode"
"Test Mode in Live Environment","Modo de prueba en Live Environment"
"Test Transaction","Test Transaction"
"The 3-D secure authorization failed because of temporary issue with the authentication system.","La autorización de seguridad 3-D ha fallado debido a problema temporal con el sistema de autenticación."
"The 3-D secure authorization failed.","La autorización de seguridad 3-D ha fallado."
"The 3-D secure enrollement status of your card could not be checked.","El estado enrollement seguro 3-D de la tarjeta no se ha podido comprobar."
"The 3-D secure enrollment does not return the ASC URL or the ASC pareq parameter.","La matrícula seguro 3-D no devuelve la URL ASC o el parámetro PAREQ ASC."
"The HMAC key as defined in the live backoffice of Realex. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Realex. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The Paymentmethod the customer choose on the paymentpage.","La forma de pago el cliente escogió en la página de pago (Payment Page)"
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","El esquema de mandato SEPA no contiene la etiqueta '!tag'. Se requiere esta etiqueta."
"The account has been deactivated by Realex.","La cuenta ha sido desactivada por Realex."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","El alias se ha eliminado."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"The amount cannot be charged on the customer's card.","La cantidad no se puede cargar en la tarjeta del cliente."
"The amount cannot be charged on your card.","La cantidad no se puede cargar en su tarjeta."
"The amount could not be verified.","The amount could not be verified."
"The amount in the choosen currency could not be charged.","La cantidad en la moneda elegida no podría ser acusado."
"The amount in the given currency could not be charged.","La cantidad en la moneda determinada no podría ser acusado."
"The amount of !amount is authorized.","La cantidad de cada !amount está autorizado."
"The amount of !amount is captured.","La cantidad de cada  !amount es capturado."
"The authorizaltion could not be done.","The authorizaltion could not be done."
"The authorization at the bank failed.","La autorización en el banco no."
"The authorization could not be done.","La autorización no se podía hacer."
"The authorization failed. May be the Switch Card isssue number is wrong.","La autorización falló. Tal vez el número isssue Switch Card es erróneo."
"The authorization method '!method' is not supported.","El método de autorización '!method' no es compatible."
"The authorization was not successful","The authorization was not successful"
"The bank has a scheduled maintenance outage.","El banco cuenta con una parada de mantenimiento programado."
"The bank refuse the transaction. Reason: !reason","El banco se niegan la transacción. Motivo: !reason"
"The bank reports an unkown error.","El banco informa de un error desconocido."
"The bank system seems to be down to an unkown reason.","El sistema bancario parece estar abajo a una razón desconocida."
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand of the credit card is detected by the card number if server/remote authorization is used. If the payment-page/redirect is used, the user has to select the brand. The allowed credit card brands can be restricted by this selection.","La marca de la tarjeta de crédito es detectado por el número de la tarjeta, si se utiliza el servidor / autorización remota. Si se utiliza la payment-page/redirect, el usuario tiene que seleccionar la marca. Las marcas de tarjetas de crédito permitidos pueden ser restringidos por esta selección."
"The brand with external name '!key' was not present in the map.","La marca con la tecla '!key' no se encontró en el mapa información de la tarjeta."
"The brand with key '!key' was not found in the card information map.","La marca con la tecla !key' no se encontró en el mapa información de la tarjeta."
"The calculated and returned hash do not match.","El hash calculado y devuelto no coinciden."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","La cantidad de captura (!captureAmount) no puede ser mayor que el monto autorizado (!authorizedAmount)."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?"
"The configuration has been saved.","La configuración se ha guardado."
"The configured merchant was not found.","No se encontró el comerciante configurado."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The customer's card has been cancelled.","La tarjeta del cliente ha sido cancelado."
"The customer's card is expired.","La tarjeta del cliente ha caducado."
"The customer's card number seems to be invalid.","Número de la tarjeta del cliente parece ser válido."
"The customer's has been declined by a unkown reason.","Del cliente ha sido rechazada por una razón desconocida."
"The customers's card is reported to be stolen or lost.","La tarjeta del cliente se informó a ser robados o perdidos."
"The date of birth is required.","The date of birth is required."
"The entered CVC is too short.","El CVC introducido es demasiado corto."
"The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","El formato esperado es '!format' donde el 'MM' significa el número del mes y 'YY' el número de años."
"The expiry date is in a invalid format.","La fecha de caducidad se encuentra en un formato no válido."
"The field '!field' is to short. It should be (at least) !length characters long. Please contact us to check why your order fails.","El campo '!field' es corto. Debe ser (por lo menos) !length caracteres de longitud. Por favor, póngase en contacto con nosotros para comprobar por qué su pedido falla."
"The gender is required.","The gender is required."
"The given CVC code has the wrong length.","El código CVC dado tiene una longitud incorrecta."
"The given card number has an invalid check sum.","El número de tarjeta dada tiene una suma de comprobación no válida."
"The given card number has an invalid length.","El número de tarjeta dada tiene una longitud no válida."
"The given hmac key is empty.","The given hmac key is empty."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","The given password is empty."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a nummeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a nummeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The identifier as defined in the backoffice of Realex.","The identifier as defined in the backoffice of Realex."
"The invoice could not be captured and processed by","La cuenta no se ha podido contabilizar i procesar de Realex."
"The invoice could not be captured and processed. Reason:","La factura no puede ser capturado y procesado. Motivo:"
"The invoice could not be found.","La factura no se pudo encontrar."
"The invoice has been changed.","La factura se ha cambiado."
"The invoice no longer exists.","La factura ya no existe."
"The issuer number for your Switch Card seems to be wrong.","El número emisor de su tarjeta de interruptor parece estar mal."
"The layout does not contain the tag '!layout_tag'.","La disposición no contiene la etiqueta '!layout_tag'."
"The merchant ID as given by your Payment-Service-Provider (Realex).","El ID de comerciante como fue dada por su Pago proveedor de servicios de (Realex)."
"The merchant seems not be authorized to execute the transaction.","El comerciante parece no estar autorizado a ejecutar la transacción."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The order is not fully completed. Please contact the store owner.","The order is not fully completed. Please contact the store owner."
"The password key given by Realex which is needed in order to perform a refund.","La llave de la contraseña dada por Realex que se necesita para realizar un reembolso."
"The payment failed. The response data has been tampered. Please contact the merchant.","El pago ha fallado. Los datos de respuesta ha sido manipulado. Por favor, póngase en contacto con el comerciante."
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethodName does not support the currency '!currency'.","La forma de pago! PaymentMethodName no soporta la moneda '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","La forma de pago! PaymentMethodName no está disponible en tu país ('!country')."
"The payment update has been made.","The payment update has been made."
"The paymnet system seems currently to be offline. Please try it later again.","El sistema de pago en la actualidad parece estar fuera de línea. Por favor, inténtelo de nuevo más tarde."
"The provided signature does not match with the one calculated.","The provided signature does not match with the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of Realex. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Realex. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit."
"The redirect response from PayPal was unsuccessful.","La respuesta de redirección de PayPal no tuvo éxito."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refunding could not be conducted. Error code: !error."
"The response hash seems to be manipulated, hence the transaction was rejected.","El hash respuesta parece ser manipulados, por lo tanto, la transacción fue rechazada."
"The response seems to be manipulated, hence the transaction was rejected.","El hash respuesta parece ser manipulados, por lo tanto, la transacción fue rechazada."
"The retailer is not known.","El minorista no se conoce."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The signature key given by Realex .","La clave de firma dada por Realex."
"The site id (PBX_RANG) as defined in the backoffice of Realex.","The site id (PBX_RANG) as defined in the backoffice of Realex."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","La cantidad del reembolso total de (!totalRefundedAmount) no puede ser mayor que la cantidad capturada (!capturedAmount)."
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction failed due to an unkown reason.","La operación falló debido a una razón desconocida."
"The transaction failed with error code !code.","The transaction failed with error code !code."
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The transaction was not valid. The bank refuse it.","La operación no era válida. El banco rechazó."
"The transactions with one of the selected CVN Reuslts will be marked as uncertain. (Here Realex-Payment recommend 'CVN Not Matched' and 'CVN Not Processed')","Las operaciones realizadas con una de las CVN Reuslts seleccionado será marcado como incierto. (Aquí Realex-pago Recomendar 'CVN Not Matched ""y"" CVN no se procesa')"
"The transactions with one of the selected CVN Reuslts will be marked as uncertain. (Here Realex recommend 'CVN Not Matched' and 'CVN Not Processed')","The transactions with one of the selected CVN Reuslts will be marked as uncertain. (Here Realex recommend 'CVN Not Matched' and 'CVN Not Processed')"
"The whole transaction is cancelled.","Toda la operación fue cancelada."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Ha habido un problema durante el procesamiento de su pago. Por favor, póngase en contacto con el dueño de la tienda para asegurarse de que su pedido se ha realizado con éxito."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There occours a network outage at the bank side.","Hay occours un corte en la red en el lado del banco."
"There occours an error with the payment system.","Hay occours un error con el sistema de pago."
"There seems to be a problem with the Realex module.","Parece que hay un problema con el módulo de Realex."
"There seems to be an error in the implementation of the payment module. Details: '!details'.","Parece que hay un error en la aplicación del módulo de pago. Detalles: '!details'."
"There seems to be an error of your Realex account. Details: '!details'.","Parece que hay un error de su cuenta Realex. Detalles: '!details'."
"There was an error validating the login and password.","There was an error validating the login and password."
"There was no PayPal token returned. Please contact your merchant.","No había ninguna señal de PayPal regresó. Por favor, póngase en contacto con su vendedor."
"This URL has to be placed in the backend of Realex under Configuration > Technical Information > Transaction Feedback and their in the two fields for 'Direct HTTP server-to-server request'.","Esta URL tiene que ser colocado en el backend de Realex en Configuración> Información Técnica> Transaction Evaluación en los dos campos de 'Direct HTTP server-to-server request'."
"This URL has to be reported to Realex. The transaction notification must be sent to this URL.","This URL has to be reported to Realex. The transaction notification must be sent to this URL."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email."
"This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Realex module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip.","This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Realex module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip."
"This is the URL required by the Skin Creator","This is the URL required by the Skin Creator"
"This is the name of the account holder).","Este es el nombre del titular de la cuenta."
"This is the technical alias token (Alias Manger/Realvault).","Esta es la señal alias técnica (Alias Manger/Realvault)."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Realex account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Realex account."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page."
"This status is set, when the payment was successfull and it is authorized.","Este estado se define, cuando el pago se ha realizado correctamente y que esté autorizado."
"This transaction is already closed for further captures.","Esta transacción ya está cerrada para otras contabilizaciones"
"This transaction is already closed for further refunds.","Esta operación se ha cerrado por más créditos."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Timeout para los pagos pendientes (min)"
"Titel","Titulo"
"Title","Title"
"Title of the payment method","Nombre de la forma de pago"
"To use the RealVault some banks require additional security measures to make sure that the customer account can not be used by an attacker. With this option you can control, what measure is applied. Either the CVC can be asked always or the delivery address is checked, if it is the same as in the initial transaction.","Para utilizar el RealVault algunos bancos requieren medidas de seguridad adicionales para asegurarse de que la cuenta del cliente no puede ser utilizada por un atacante. Con esta opción usted puede controlar, ¿qué medida se aplica. O bien el CVC se le puede pedir siempre o la dirección de entrega se comprueba, si es el mismo que en la transacción inicial."
"Total","Total"
"Total Shipping Charges","Total de gastos de envío"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Transacción autorizada"
"Transaction Cancelled","Transacción cancelada"
"Transaction Captured","Transacción contabilizada"
"Transaction History","Transaction History"
"Transaction ID Prefix","Transaction ID Prefix"
"Transaction Id","Transaction Id"
"Transaction Paid","Transacción pagado"
"Transaction Uncertain","Transacción es incierto"
"Transaction Updates","Transaction Updates"
"Transaction cancelled successfully","Transacción cancelada exitosamente"
"Transaction captured successfully","Transacción capturado con éxito"
"Transaction history","Resumen de transacciones"
"Transaction was authorized over the deferred authorization mechanism.","Operación fue autorizada por el mecanismo de autorización diferido."
"Transactions","Transactions"
"Transactions with one of the selected statuses will be marked as certain. Uncertain transactions need manual confirmation by the merchant. This service only works for UK cardholders as it uses the street address and postcodes of the cardholders. The Realauth redirect service supports AVS where it is supported by the merchant’s acquiring bank and the cardholder’s issuing bank. If a transaction fails an AVS check it will not automatically be declined by your bank. It is an advisory service and requires that the details of non matched transactions be checked by the merchant.","Configuración del gestor de AVS-CP"
"Transactions with one of the selected statuses will be marked as certain. WARNING: Uncertain transactions by the definition of Realex Payments (default value) are not covered by the credit card company, the merchant carries the risk. Nevertheless some merchants prefer to take some risk instead of checking uncertain transactions manually.","Transacciones con uno de los estados seleccionados serán marcados como cierta. ADVERTENCIA: Las transacciones inciertas por la definición de Pagos Realex (valor predeterminado) no están cubiertos por la compañía de tarjetas de crédito, el comerciante tiene el riesgo. Sin embargo, algunos comerciantes prefieren tomar algunos riesgos en lugar de comprobar las transacciones inciertas manualmente."
"U: Unable to check (not certified etc)","U: Unable to check (not certified etc)"
"URLs","URL"
"Unable to save the invoice.","No se puede guardar la factura."
"Uncertain Status","Uncertain Status"
"Uncertain transactions","Transacción está incierta"
"Update","Actualización"
"Update Qty's","Actualización de la cantidad"
"Update interval for payments","Interval de actualisación para pagos"
"Update order and transaction information over cron.","Update order and transaction information over cron."
"Update process by accessing the update URL or by invoking in the admin interface.","Update process by accessing the update URL or by invoking in the admin interface."
"Use Base Currency","Use Base Currency"
"Use Default","Utilice la configuración estándar."
"Use base currency","Use base currency"
"VISA","VISA"
"Validation","Validación"
"Version","Version"
"View","View"
"Wait On Success Page","Wait On Success Page"
"We can not process the 3-D secure response, because we do not get the additional data transmitted with the redirection to the ACS service.","No podemos procesar la respuesta segura 3-D, porque no obtenemos los datos adicionales transmitidos con la redirección al servicio de ACS."
"We cannot get the transaction instance.","We cannot get the transaction instance."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","Hemos experimentado un problema con su extensión de pago sellxed. Para obtener más información, visite la página de configuración del plugin."
"When the store is not available (network outage, server failure or any other outage), when the feedback of Realex is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of Realex is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento."
"With this option set to yes, all valid transactions will be marked as certain. WARNING: Uncertain transactions by the definition of Realex (default value) are not covered by the credit card company, the merchant carries the risk. Nevertheless some merchants prefer to take some risk instead of checking uncertain transactions manually.","Con esta opción se establece en sí, todas las transacciones válidas serán marcados como cierta. ADVERTENCIA: Las transacciones inciertas por la definición de Realex (valor predeterminado) no están cubiertos por la compañía de tarjetas de crédito, el comerciante tiene el riesgo. Sin embargo, algunos comerciantes prefieren tomar algunos riesgos en lugar de comprobar las transacciones inciertas manualmente."
"With this setting set to active, an AVS-Check (Address Verification System) is carried out. According to your AVS-Settings.","Con este ajuste establece en activo, un AVS-Check (Dirección Sistema de Verificación) se lleva a cabo. De acuerdo a sus AVS-Settings."
"With this setting set to active, you customers credit card credential will be stored safely at Realex. A token refering to the stored information is stored together with the corresponding customer data. That way your customer only need to type the minimum amount of data. Realex takes charges for the RealVault-Service. Please make sure to activate RealVault at Realex first.","Con este ajuste establece en activo, credencial que los clientes de tarjeta de crédito será almacenada de manera segura en Realex. Un buscadores de contadores a la información almacenada se almacena junto con los datos de clientes correspondientes. De esta manera el cliente sólo tiene que escribir la cantidad mínima de datos. Realex tiene cargos por el RealVault-Service. Por favor, asegúrese de activar RealVault a Realex primero."
"Year","Año"
"Yes","Sí"
"Yes, please store my card data for next time.","Sí, por favor, guarde los datos de mi tarjeta para la próxima vez."
"Yes, use images for the brand selection.","Yes, use images for the brand selection."
"You are not allowed to do this transaction.","No tienes permiso para realizar esta operación."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in the their account."
"You can decide on the order status new orders should have after they are processed successfully.","Define el estado del pedido de nuevas órdenes, que se procesaron correctamente."
"You can decide on the order status new orders should have that have an uncertain authorization status.","Define el estado del pedido de nuevas órdenes con el estado inseguro."
"You can specify the order status for new orders that have an uncertain authorisation status.","Se puede especificar el estado del pedido de los nuevos pedidos que tienen un estado de autorización incierto."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","Se puede especificar el estado de su pedido para los pedidos que se capturan de forma directa después de la orden o de forma manual en el backend."
"You can specify the order status when an order is cancelled.","Se puede especificar el estado de la orden cuando una orden se cancela."
"You can switch between test and live mode. In the test mode, test cards will be available and the transactions will go to the test-sub-acounts.","Puede alternar entre la prueba y el modo en vivo. En el modo de prueba, tarjetas de prueba estarán disponibles y las transacciones se destinarán a la prueba de sub-acounts."
"You created the order.","You created the order."
"You have no stored aliases.","You have no stored aliases."
"You have to enter a card number.","Debe inserir un número de tarjeta"
"You have to enter bank code of your bank.","Debe introducir el código bancario"
"You have to enter commercial number of you company.","Usted tiene que ingresar el número comercial de su empresa."
"You have to enter either the CVC code or the issue number of your card.","Usted tiene que ingresar ya sea el código CVC o el número de expedición de la tarjeta."
"You have to enter sales tax number of you company.","Usted tiene que ingresar el número de impuesto sobre las ventas de su empresa."
"You have to enter sales tax number of your company.","You have to enter sales tax number of your company."
"You have to enter the BIC.","Entrar en el BIC."
"You have to enter the CVC code from your card.","Debe introducir el CVC su tarjeta."
"You have to enter the IBAN.","Entrar en el IBAN."
"You have to enter the account holder name on the card.","Usted tiene que introducir el nombre del titular de la tarjeta."
"You have to enter the account holder name.","Entrar en el nombre del titular de la cuenta."
"You have to enter the card holder name on the card.","Debe introducir el titular de la tarjeta."
"You have to enter the location of your bank.","Tienes que entrar en la ubicación de su banco."
"You have to enter the name of the account owner.","Debe introducir el titular de la cuenta bancaria"
"You have to enter the name of your bank.","Usted tiene que introducir el nombre de su banco."
"You have to enter your IBAN Number.","Tiene que introducir su número de IBAN."
"You have to enter your bank account number.","Debe introducir el número de cuenta de tu cuenta bancaria."
"You have to enter your social security number.","Tiene que introducir su número de seguro social."
"You may choose one of the cards you paid before on this site.","Usted puede elegir entre una tarjeta utilizada anteriormente:"
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You may need to contact Realex for further assistance.","Es posible que deba ponerse en contacto con Realex para obtener más ayuda."
"You trying to use live cards on the test system. Please use only test cards.","Usted está tratando de utilizar las tarjetas en directo en el sistema de prueba. Utilice sólo tarjetas de prueba."
"You will be redirect to the order confirmation page.","Se le redirige a la página de confirmación del pedido."
"You will be redirect to your bank to confirm the payment.","Se le redirige a su banco para confirmar el pago."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Su navegador no permite la ejecución de JavaScript. Por favor, active JavaScript en su navegador y vuelva a cargar esta página."
"Your card has been cancelled.","Su tarjeta ha sido cancelada."
"Your card has been declined by a unkown reason.","Su tarjeta ha sido rechazada por una razón desconocida."
"Your card is expired.","Su tarjeta ha caducado."
"Your card is not enrolled for 3-D secure. The merchant accepts only cards which are enrolled.","Su tarjeta no está inscrito para el 3-D seguro. El comerciante acepta sólo tarjetas que están matriculados."
"Your card number seems to be invalid.","Su número de tarjeta parece ser válido."
"Your card seems to reported as stolen or lost.","Su tarjeta parece reportado como robado o perdido."
"Your checkout session expired.","Your checkout session expired."
"Your fraud settings prevents the acceptance of this transaction.","La configuración de fraude impide la aceptación de esta transacción."
"Your server IP address is '@IP'.","Your server IP address is '@IP'."
"RealexCw Aliases","RealexCw Alias"
"____paymentMethodName____","____paymentMethodName____"
"Realex Aliases","Realex Aliases"
"Realex Error","Realex Error"
"Realex Parameters","Realex Parameters"
"Realex Refund Items","Realex Refund Items"
"Realex Section","Realex Section"
"Realex Transactions","Realex Transactions"
"Realex provision in some cases a special merchant ID for MoTo (mail-/telefon-order) transaction. In case you want to use MoTo and you receive such a merchant ID, then fill it here. Otherwise leave this field empty.","Realex disposición. en algunos casos es necesario un ID de comerciante especial para MoTo (mail-/telefon-order) transacción. En caso de que desee utilizar MoTo y recibe como un ID de comerciante, entonces llenarlo aquí. De lo contrario, deje este campo vacío."
"Realex:","Realex:"
"Realex: Alias Management","Realex: Alias Management"
"customweb ltd","customweb ltd"
"no","no"
"or","or"
"yes","yes"
